age,income,score,height,weight,education,comments,is_active,has_subscription,category_A,category_B,category_C,category_D,category_nan,city_Chicago,city_Houston,city_Los Angeles,city_New York,city_Phoenix,city_nan,registration_date_year,registration_date_month,registration_date_weekday,last_activity_year,last_activity_month,last_activity_weekday,description_tfidf_0,description_tfidf_1,description_tfidf_2,description_tfidf_3,description_tfidf_4,description_tfidf_5,description_tfidf_6,description_tfidf_7,description_tfidf_8,description_tfidf_9,description_tfidf_10,description_tfidf_11,description_tfidf_12,description_tfidf_13,description_tfidf_14,description_tfidf_15,description_tfidf_16,description_tfidf_17,description_tfidf_18,description_tfidf_19,description_tfidf_20,description_tfidf_21,description_tfidf_22,description_tfidf_23,description_tfidf_24,description_tfidf_25,description_tfidf_26,description_tfidf_27,description_tfidf_28,description_tfidf_29,description_tfidf_30,description_tfidf_31,description_tfidf_32,description_tfidf_33,description_tfidf_34,description_tfidf_35,description_tfidf_36,description_tfidf_37,description_tfidf_38,description_tfidf_39,description_tfidf_40,description_tfidf_41,description_tfidf_42,description_tfidf_43,description_tfidf_44,description_tfidf_45,description_tfidf_46,description_tfidf_47,description_tfidf_48,description_tfidf_49
0.1935483870967742,0.9044379393667282,0.8052078282622178,173.01619247953596,77.01740087853938,Master,Comment 0: Some feedback about the product or service,True,False,True,False,False,False,False,False,False,False,False,True,False,2025,3,0,2025,6,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4472135954999579,0.4472135954999579,0.4472135954999579,0.4472135954999579,0.4472135954999579
0.6129032258064516,-0.5403252892243512,-0.5255714528247423,176.87966952116034,101.21904443150083,Bachelor,Comment 1: Some feedback about the product or service,True,False,False,False,True,False,False,False,False,False,True,False,False,2025,3,2,2025,6,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4472135954999579,0.4472135954999579,0.4472135954999579,0.4472135954999579,0.4472135954999579
-0.12903225806451613,0.7502158568714813,0.5121393622451087,146.24333988907384,73.68845240369357,Master,Comment 2: Some feedback about the product or service,True,True,False,True,False,False,False,False,False,False,True,False,False,2025,6,1,2025,6,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4472135954999579,0.4472135954999579,0.4472135954999579,0.4472135954999579,0.4472135954999579
-0.5806451612903226,-0.3269575384609097,0.5985218098694879,175.9824937462995,25.703873490230954,Bachelor,Comment 3: Some feedback about the product or service,True,True,True,False,False,False,False,False,False,True,False,False,False,2025,7,5,2025,6,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4472135954999579,0.4472135954999579,0.4472135954999579,0.4472135954999579,0.4472135954999579
0.3225806451612903,-0.5518541845562076,-0.04928131391144079,162.38311793766405,88.61319358070354,High School,Comment 4: Some feedback about the product or service,True,False,False,False,False,True,False,False,False,True,False,False,False,2024,12,5,2025,6,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4472135954999579,0.4472135954999579,0.4472135954999579,0.4472135954999579,0.4472135954999579
-0.8064516129032258,0.014733856844916593,-0.26366304714782207,173.09877284583146,59.4587833495092,Master,Comment 5: Some feedback about the product or service,False,False,False,True,False,False,False,False,False,False,True,False,False,2025,6,0,2025,6,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4472135954999579,0.4472135954999579,0.4472135954999579,0.4472135954999579,0.4472135954999579
0.9032258064516129,0.17864629838439153,-0.1383476772287616,169.70565269090508,103.9856903574354,PhD,Comment 6: Some feedback about the product or service,True,False,False,False,True,False,False,True,False,False,False,False,False,2024,9,3,2025,6,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4472135954999579,0.4472135954999579,0.4472135954999579,0.4472135954999579,0.4472135954999579
-0.3870967741935484,1.2843815690617282,-0.5768442037605388,192.78333029161632,71.74545177048941,High School,Comment 7: Some feedback about the product or service,True,True,True,False,False,False,False,False,False,True,False,False,False,2025,7,1,2025,6,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4472135954999579,0.4472135954999579,0.4472135954999579,0.4472135954999579,0.4472135954999579
0.1935483870967742,0.16249489771819123,0.724786636369108,175.46695323765874,44.729489590212616,PhD,Comment 8: Some feedback about the product or service,False,False,True,False,False,False,False,False,False,False,False,True,False,2025,4,3,2025,6,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4472135954999579,0.4472135954999579,0.4472135954999579,0.4472135954999579,0.4472135954999579
0.8064516129032258,0.07351903174970596,-0.1373745888854898,168.87376170737215,39.02953765061872,PhD,Comment 9: Some feedback about the product or service,True,False,True,False,False,False,False,False,True,False,False,False,False,2024,10,5,2025,6,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4472135954999579,0.4472135954999579,0.4472135954999579,0.4472135954999579,0.4472135954999579
